LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Multiply,aten::conv2d/Convolution_23/fq_weights_1,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(96x576x1x1) f32(96x1x1x1),f32(96x576x1x1)
Convolution,aten::conv2d/Convolution_23,0.0217,0.0000,0.0553,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x576x14x14) f32(96x576x1x1),f32(1x96x14x14)
Add,aten::conv2d/Add_35,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x96x14x14) f32(1x96x1x1),f32(1x96x14x14)
Multiply,aten::conv2d/Convolution_24/fq_weights_1,0.0001,0.0000,0.0006,[auto_broadcast: numpy],f32(576x96x1x1) f32(576x1x1x1),f32(576x96x1x1)
Convolution,aten::conv2d/Convolution_24,0.0217,0.0000,0.0553,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x96x14x14) f32(576x96x1x1),f32(1x576x14x14)
Add,aten::conv2d/Add_36,0.0001,0.0000,0.0006,[auto_broadcast: numpy],f32(1x576x14x14) f32(1x576x1x1),f32(1x576x14x14)
Multiply,aten::conv2d/GroupConvolution_12/fq_weights_1,0.0000,0.0000,0.0006,[auto_broadcast: numpy],f32(576x1x1x3x3) f32(576x1x1x1x1),f32(576x1x1x3x3)
GroupConvolution,aten::conv2d/GroupConvolution_12,0.0020,0.0000,0.0052,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x576x14x14) f32(576x1x1x3x3),f32(1x576x14x14)
Add,aten::conv2d/Add_37,0.0001,0.0000,0.0006,[auto_broadcast: numpy],f32(1x576x14x14) f32(1x576x1x1),f32(1x576x14x14)
Multiply,aten::conv2d/Convolution_25/fq_weights_1,0.0001,0.0000,0.0001,[auto_broadcast: numpy],f32(96x576x1x1) f32(96x1x1x1),f32(96x576x1x1)
Convolution,aten::conv2d/Convolution_25,0.0217,0.0000,0.0553,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x576x14x14) f32(96x576x1x1),f32(1x96x14x14)
Add,aten::conv2d/Add_38,0.0000,0.0000,0.0001,[auto_broadcast: numpy],f32(1x96x14x14) f32(1x96x1x1),f32(1x96x14x14)
Multiply,aten::conv2d/Convolution_26/fq_weights_1,0.0001,0.0000,0.0006,[auto_broadcast: numpy],f32(576x96x1x1) f32(576x1x1x1),f32(576x96x1x1)
Convolution,aten::conv2d/Convolution_26,0.0217,0.0000,0.0553,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x96x14x14) f32(576x96x1x1),f32(1x576x14x14)
Add,aten::conv2d/Add_39,0.0001,0.0000,0.0006,[auto_broadcast: numpy],f32(1x576x14x14) f32(1x576x1x1),f32(1x576x14x14)
Multiply,aten::conv2d/GroupConvolution_13/fq_weights_1,0.0000,0.0000,0.0006,[auto_broadcast: numpy],f32(576x1x1x3x3) f32(576x1x1x1x1),f32(576x1x1x3x3)
GroupConvolution,aten::conv2d/GroupConvolution_13,0.0005,0.0000,0.0052,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x576x14x14) f32(576x1x1x3x3),f32(1x576x7x7)
Add,aten::conv2d/Add_40,0.0000,0.0000,0.0006,[auto_broadcast: numpy],f32(1x576x7x7) f32(1x576x1x1),f32(1x576x7x7)
Multiply,aten::conv2d/Convolution_27/fq_weights_1,0.0001,0.0000,0.0002,[auto_broadcast: numpy],f32(160x576x1x1) f32(160x1x1x1),f32(160x576x1x1)
