LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.8.m.0.cv1.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
BatchNorm,model.8.m.0.cv1.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_23,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Convolution,model.8.m.0.cv2.conv,0.117965,0.000000,0.147456,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x128x20x20) f32(128x128x3x3),f32(1x128x20x20)
BatchNorm,model.8.m.0.cv2.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_24,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Convolution,model.8.cv2.conv,0.078643,0.000000,0.098304,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x20x20) f32(256x384x1x1),f32(1x256x20x20)
BatchNorm,model.8.cv2.bn,0.000819,0.000000,0.000512,[],f32(1x256x20x20),f32(1x256x20x20)
Swish,model.0.act_25,0.000000,0.000000,0.000000,[],f32(1x256x20x20),f32(1x256x20x20)
Convolution,model.9.cv1.conv,0.026214,0.000000,0.032768,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x256x20x20) f32(128x256x1x1),f32(1x128x20x20)
BatchNorm,model.9.cv1.bn,0.000410,0.000000,0.000256,[],f32(1x128x20x20),f32(1x128x20x20)
Swish,model.0.act_26,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
MaxPool,model.9.m_1,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
MaxPool,model.9.m_2,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
MaxPool,model.9.m_3,0.000000,0.000000,0.000000,[],f32(1x128x20x20),f32(1x128x20x20)
Convolution,model.9.cv2.conv,0.104858,0.000000,0.131072,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x512x20x20) f32(256x512x1x1),f32(1x256x20x20)
BatchNorm,model.9.cv2.bn,0.000819,0.000000,0.000512,[],f32(1x256x20x20),f32(1x256x20x20)
Swish,model.0.act_27,0.000000,0.000000,0.000000,[],f32(1x256x20x20),f32(1x256x20x20)
Interpolate,model.10,0.000000,0.000000,0.000000,[],f32(1x256x20x20),f32(1x256x40x40)
Concat,model.11,0.000000,0.000000,0.000000,[],,f32(1x384x40x40)
Convolution,model.12.cv1.conv,0.157286,0.000000,0.049152,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x384x40x40) f32(128x384x1x1),f32(1x128x40x40)
BatchNorm,model.12.cv1.bn,0.001638,0.000000,0.000256,[],f32(1x128x40x40),f32(1x128x40x40)
Swish,model.0.act_28,0.000000,0.000000,0.000000,[],f32(1x128x40x40),f32(1x128x40x40)
Convolution,model.12.m.0.cv1.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.12.m.0.cv1.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_29,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.12.m.0.cv2.conv,0.117965,0.000000,0.036864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x64x40x40) f32(64x64x3x3),f32(1x64x40x40)
BatchNorm,model.12.m.0.cv2.bn,0.000819,0.000000,0.000128,[],f32(1x64x40x40),f32(1x64x40x40)
Swish,model.0.act_30,0.000000,0.000000,0.000000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.12.cv2.conv,0.078643,0.000000,0.024576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
BatchNorm,model.12.cv2.bn,0.001638,0.000000,0.000256,[],f32(1x128x40x40),f32(1x128x40x40)
Swish,model.0.act_31,0.000000,0.000000,0.000000,[],f32(1x128x40x40),f32(1x128x40x40)
Interpolate,model.13,0.000000,0.000000,0.000000,[],f32(1x128x40x40),f32(1x128x80x80)
Concat,model.14,0.000000,0.000000,0.000000,[],,f32(1x192x80x80)
Convolution,model.15.cv1.conv,0.157286,0.000000,0.012288,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x80x80) f32(64x192x1x1),f32(1x64x80x80)
BatchNorm,model.15.cv1.bn,0.003277,0.000000,0.000128,[],f32(1x64x80x80),f32(1x64x80x80)
Swish,model.0.act_32,0.000000,0.000000,0.000000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.15.m.0.cv1.conv,0.117965,0.000000,0.009216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x32x80x80) f32(32x32x3x3),f32(1x32x80x80)
BatchNorm,model.15.m.0.cv1.bn,0.001638,0.000000,0.000064,[],f32(1x32x80x80),f32(1x32x80x80)
Swish,model.0.act_33,0.000000,0.000000,0.000000,[],f32(1x32x80x80),f32(1x32x80x80)
