LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.19.conv,7.5497,0.0000,3.6864,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x640x64x64) f32(640x640x3x3),f32(1x640x32x32)
Swish,model.0.act_77,0.0007,0.0000,0.0000,[],f32(1x640x32x32),f32(1x640x32x32)
Concat,model.20,0.0000,0.0000,0.0000,[],f32(1x640x32x32) f32(1x640x32x32),f32(1x1280x32x32)
Convolution,model.21.cv1.conv,1.6777,0.0000,0.8192,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x1280x32x32) f32(640x1280x1x1),f32(1x640x32x32)
Swish,model.0.act_78,0.0007,0.0000,0.0000,[],f32(1x640x32x32),f32(1x640x32x32)
Convolution,model.21.m.0.cv1.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_79,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.m.0.cv2.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_80,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.m.1.cv1.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_81,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.m.1.cv2.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_82,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.m.2.cv1.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_83,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.m.2.cv2.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_84,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.21.cv2.conv,2.0972,0.0000,1.0240,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x1600x32x32) f32(640x1600x1x1),f32(1x640x32x32)
Swish,model.0.act_85,0.0007,0.0000,0.0000,[],f32(1x640x32x32),f32(1x640x32x32)
Convolution,model.22.cv2.0.0.conv,9.8147,0.0000,0.2995,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x128x128) f32(104x320x3x3),f32(1x104x128x128)
Swish,model.0.act_86,0.0017,0.0000,0.0000,[],f32(1x104x128x128),f32(1x104x128x128)
Convolution,model.22.cv2.0.1.conv,3.1898,0.0000,0.0973,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x104x128x128) f32(104x104x3x3),f32(1x104x128x128)
Swish,model.0.act_87,0.0017,0.0000,0.0000,[],f32(1x104x128x128),f32(1x104x128x128)
Convolution,model.22.cv2.0.2,0.3544,0.0000,0.0109,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x104x128x128) f32(104x104x1x1),f32(1x104x128x128)
Convolution,model.22.cv2.1.0.conv,4.9073,0.0000,0.5990,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x64x64) f32(104x640x3x3),f32(1x104x64x64)
Swish,model.0.act_88,0.0004,0.0000,0.0000,[],f32(1x104x64x64),f32(1x104x64x64)
Convolution,model.22.cv2.1.1.conv,0.7974,0.0000,0.0973,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x104x64x64) f32(104x104x3x3),f32(1x104x64x64)
Swish,model.0.act_89,0.0004,0.0000,0.0000,[],f32(1x104x64x64),f32(1x104x64x64)
Convolution,model.22.cv2.1.2,0.0886,0.0000,0.0109,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x104x64x64) f32(104x104x1x1),f32(1x104x64x64)
Convolution,model.22.cv2.2.0.conv,1.2268,0.0000,0.5990,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x32x32) f32(104x640x3x3),f32(1x104x32x32)
Swish,model.0.act_90,0.0001,0.0000,0.0000,[],f32(1x104x32x32),f32(1x104x32x32)
Convolution,model.22.cv2.2.1.conv,0.1994,0.0000,0.0973,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x104x32x32) f32(104x104x3x3),f32(1x104x32x32)
Swish,model.0.act_91,0.0001,0.0000,0.0000,[],f32(1x104x32x32),f32(1x104x32x32)
Convolution,model.22.cv2.2.2,0.0222,0.0000,0.0109,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x104x32x32) f32(104x104x1x1),f32(1x104x32x32)
Convolution,model.22.cv3.0.0.conv,30.1990,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x128x128) f32(320x320x3x3),f32(1x320x128x128)
Swish,model.0.act_92,0.0052,0.0000,0.0000,[],f32(1x320x128x128),f32(1x320x128x128)
Convolution,model.22.cv3.0.1.conv,30.1990,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x128x128) f32(320x320x3x3),f32(1x320x128x128)
Swish,model.0.act_93,0.0052,0.0000,0.0000,[],f32(1x320x128x128),f32(1x320x128x128)
Convolution,model.22.cv3.0.2,0.0105,0.0000,0.0003,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x320x128x128) f32(1x320x1x1),f32(1x1x128x128)
Convolution,model.22.cv3.1.0.conv,15.0995,0.0000,1.8432,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x64x64) f32(320x640x3x3),f32(1x320x64x64)
Swish,model.0.act_94,0.0013,0.0000,0.0000,[],f32(1x320x64x64),f32(1x320x64x64)
Convolution,model.22.cv3.1.1.conv,7.5497,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x64x64) f32(320x320x3x3),f32(1x320x64x64)
Swish,model.0.act_95,0.0013,0.0000,0.0000,[],f32(1x320x64x64),f32(1x320x64x64)
Convolution,model.22.cv3.1.2,0.0026,0.0000,0.0003,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x320x64x64) f32(1x320x1x1),f32(1x1x64x64)
Convolution,model.22.cv3.2.0.conv,3.7749,0.0000,1.8432,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x32x32) f32(320x640x3x3),f32(1x320x32x32)
Swish,model.0.act_96,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.22.cv3.2.1.conv,1.8874,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x32x32) f32(320x320x3x3),f32(1x320x32x32)
Swish,model.0.act_97,0.0003,0.0000,0.0000,[],f32(1x320x32x32),f32(1x320x32x32)
Convolution,model.22.cv3.2.2,0.0007,0.0000,0.0003,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x320x32x32) f32(1x320x1x1),f32(1x1x32x32)
Convolution,model.22.cv4.0.0.conv,7.5497,0.0000,0.2304,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x128x128) f32(80x320x3x3),f32(1x80x128x128)
Swish,model.0.act_98,0.0013,0.0000,0.0000,[],f32(1x80x128x128),f32(1x80x128x128)
Convolution,model.22.cv4.0.1.conv,1.8874,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x128x128) f32(80x80x3x3),f32(1x80x128x128)
Swish,model.0.act_99,0.0013,0.0000,0.0000,[],f32(1x80x128x128),f32(1x80x128x128)
Convolution,model.22.cv4.0.2,0.0839,0.0000,0.0026,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x128x128) f32(32x80x1x1),f32(1x32x128x128)
Convolution,model.22.cv4.1.0.conv,3.7749,0.0000,0.4608,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x64x64) f32(80x640x3x3),f32(1x80x64x64)
Swish,model.0.act_100,0.0003,0.0000,0.0000,[],f32(1x80x64x64),f32(1x80x64x64)
Convolution,model.22.cv4.1.1.conv,0.4719,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x64x64) f32(80x80x3x3),f32(1x80x64x64)
Swish,model.0.act_101,0.0003,0.0000,0.0000,[],f32(1x80x64x64),f32(1x80x64x64)
Convolution,model.22.cv4.1.2,0.0210,0.0000,0.0026,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x64x64) f32(32x80x1x1),f32(1x32x64x64)
Convolution,model.22.cv4.2.0.conv,0.9437,0.0000,0.4608,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x640x32x32) f32(80x640x3x3),f32(1x80x32x32)
Swish,model.0.act_102,0.0001,0.0000,0.0000,[],f32(1x80x32x32),f32(1x80x32x32)
Convolution,model.22.cv4.2.1.conv,0.1180,0.0000,0.0576,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x80x32x32) f32(80x80x3x3),f32(1x80x32x32)
Swish,model.0.act_103,0.0001,0.0000,0.0000,[],f32(1x80x32x32),f32(1x80x32x32)
Convolution,model.22.cv4.2.2,0.0052,0.0000,0.0026,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x80x32x32) f32(32x80x1x1),f32(1x32x32x32)
Convolution,model.22.dfl.conv,0.0045,0.0000,0.0000,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x26x4x21504) f32(1x26x1x1),f32(1x1x4x21504)
Convolution,model.22.proto.cv1.conv,30.1990,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x128x128) f32(320x320x3x3),f32(1x320x128x128)
Swish,model.0.act_104,0.0052,0.0000,0.0000,[],f32(1x320x128x128),f32(1x320x128x128)
ConvTranspose2d,model.22.proto.upsample,0.0000,0.0000,0.4099,[],f32(1x320x128x128),f32(1x320x256x256)
Convolution,model.22.proto.cv2.conv,120.7960,0.0000,0.9216,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x320x256x256) f32(320x320x3x3),f32(1x320x256x256)
Swish,model.0.act_105,0.0210,0.0000,0.0000,[],f32(1x320x256x256),f32(1x320x256x256)
Convolution,model.22.proto.cv3.conv,1.3422,0.0000,0.0102,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x320x256x256) f32(32x320x1x1),f32(1x32x256x256)
Swish,model.0.act_106,0.0021,0.0000,0.0000,[],f32(1x32x256x256),f32(1x32x256x256)
