LayerType,LayerName,GFLOPs,GIOPs,MParams,LayerParams,InputBlobs,OutputBlobs
Convolution,model.13.m.0.cv2.conv,0.0590,0.0000,0.0184,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x32x40x40) f32(64x32x3x3),f32(1x64x40x40)
Swish,model.0.act_39,0.0001,0.0000,0.0000,[],f32(1x64x40x40),f32(1x64x40x40)
Convolution,model.13.cv2.conv,0.0786,0.0000,0.0246,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x192x40x40) f32(128x192x1x1),f32(1x128x40x40)
Swish,model.0.act_40,0.0002,0.0000,0.0000,[],f32(1x128x40x40),f32(1x128x40x40)
Interpolate,model.14,0.0000,0.0000,0.0000,[],f32(1x128x40x40),f32(1x128x80x80)
Concat,model.15,0.0000,0.0000,0.0000,[],f32(1x128x80x80) f32(1x128x80x80),f32(1x256x80x80)
Convolution,model.16.cv1.conv,0.2097,0.0000,0.0164,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x256x80x80) f32(64x256x1x1),f32(1x64x80x80)
Swish,model.0.act_41,0.0004,0.0000,0.0000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.16.m.0.cv1.conv,0.0590,0.0000,0.0046,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x32x80x80) f32(16x32x3x3),f32(1x16x80x80)
Swish,model.0.act_42,0.0001,0.0000,0.0000,[],f32(1x16x80x80),f32(1x16x80x80)
Convolution,model.16.m.0.cv2.conv,0.0590,0.0000,0.0046,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (1xs1)],f32(1x16x80x80) f32(32x16x3x3),f32(1x32x80x80)
Swish,model.0.act_43,0.0002,0.0000,0.0000,[],f32(1x32x80x80),f32(1x32x80x80)
Convolution,model.16.cv2.conv,0.0786,0.0000,0.0061,[auto_pad: explicit; dilations: (1xs1); pads_begin: (0xs0); pads_end: (0xs0); strides: (1xs1)],f32(1x96x80x80) f32(64x96x1x1),f32(1x64x80x80)
Swish,model.0.act_44,0.0004,0.0000,0.0000,[],f32(1x64x80x80),f32(1x64x80x80)
Convolution,model.17.conv,0.1180,0.0000,0.0369,[auto_pad: explicit; dilations: (1xs1); pads_begin: (1xs1); pads_end: (1xs1); strides: (2xs2)],f32(1x64x80x80) f32(64x64x3x3),f32(1x64x40x40)
Swish,model.0.act_45,0.0001,0.0000,0.0000,[],f32(1x64x40x40),f32(1x64x40x40)
Concat,model.18,0.0000,0.0000,0.0000,[],f32(1x64x40x40) f32(1x128x40x40),f32(1x192x40x40)
